freq_hz,gain_db
21700000000,10.954500
21710000000,10.958568
21720000000,10.962637
21730000000,10.966705
21740000000,10.970774
21750000000,10.974842
21760000000,10.978911
21770000000,10.982979
21780000000,10.987048
21790000000,10.991116
21800000000,10.995185
21810000000,10.999253
21820000000,11.003322
21830000000,11.007390
21840000000,11.011458
21850000000,11.015527
21860000000,11.019595
21870000000,11.023664
21880000000,11.027732
21890000000,11.031801
21900000000,11.035869
21910000000,11.039938
21920000000,11.044006
21930000000,11.048075
21940000000,11.052143
21950000000,11.056212
21960000000,11.060280
21970000000,11.064348
21980000000,11.068417
21990000000,11.072485
22000000000,11.076554
22010000000,11.080622
22020000000,11.084691
22030000000,11.088759
22040000000,11.092828
22050000000,11.096896
22060000000,11.100965
22070000000,11.105033
22080000000,11.109102
22090000000,11.113170
22100000000,11.117238
22110000000,11.121307
22120000000,11.125375
22130000000,11.129444
22140000000,11.133512
22150000000,11.137581
22160000000,11.141649
22170000000,11.145718
22180000000,11.149786
22190000000,11.153855
22200000000,11.157923
22210000000,11.161992
22220000000,11.166060
22230000000,11.170128
22240000000,11.174197
22250000000,11.178265
22260000000,11.182334
22270000000,11.186402
22280000000,11.190471
22290000000,11.194539
22300000000,11.198608
22310000000,11.202676
22320000000,11.206745
22330000000,11.210813
22340000000,11.214882
22350000000,11.218950
22360000000,11.223018
22370000000,11.227087
22380000000,11.231155
22390000000,11.235224
22400000000,11.239292
22410000000,11.243361
22420000000,11.247429
22430000000,11.251498
22440000000,11.255566
22450000000,11.259635
22460000000,11.263703
22470000000,11.267772
22480000000,11.271840
22490000000,11.275908
22500000000,11.279977
22510000000,11.284045
22520000000,11.288114
22530000000,11.292182
22540000000,11.296251
22550000000,11.300319
22560000000,11.304388
22570000000,11.308456
22580000000,11.312525
22590000000,11.316593
22600000000,11.320662
22610000000,11.324730
22620000000,11.328798
22630000000,11.332867
22640000000,11.336935
22650000000,11.341004
22660000000,11.345072
22670000000,11.349141
22680000000,11.353209
22690000000,11.357278
22700000000,11.361346
22710000000,11.365415
22720000000,11.369483
22730000000,11.373552
22740000000,11.377620
22750000000,11.381688
22760000000,11.385757
22770000000,11.389825
22780000000,11.393894
22790000000,11.397962
22800000000,11.402031
22810000000,11.406099
22820000000,11.410168
22830000000,11.414236
22840000000,11.418305
22850000000,11.422373
22860000000,11.426442
22870000000,11.430510
22880000000,11.434578
22890000000,11.438647
22900000000,11.442715
22910000000,11.446784
22920000000,11.450852
22930000000,11.454921
22940000000,11.458989
22950000000,11.463058
22960000000,11.467126
22970000000,11.471195
22980000000,11.475263
22990000000,11.479332
23000000000,11.483400
23010000000,11.487312
23020000000,11.491223
23030000000,11.495135
23040000000,11.499046
23050000000,11.502957
23060000000,11.506869
23070000000,11.510780
23080000000,11.514692
23090000000,11.518603
23100000000,11.522515
23110000000,11.526426
23120000000,11.530338
23130000000,11.534249
23140000000,11.538161
23150000000,11.542072
23160000000,11.545984
23170000000,11.549895
23180000000,11.553807
23190000000,11.557719
23200000000,11.561630
23210000000,11.565542
23220000000,11.569453
23230000000,11.573365
23240000000,11.577276
23250000000,11.581188
23260000000,11.585099
23270000000,11.589010
23280000000,11.592922
23290000000,11.596833
23300000000,11.600745
23310000000,11.604656
23320000000,11.608568
23330000000,11.612479
23340000000,11.616391
23350000000,11.620303
23360000000,11.624214
23370000000,11.628125
23380000000,11.632037
23390000000,11.635948
23400000000,11.639860
23410000000,11.643771
23420000000,11.647683
23430000000,11.651594
23440000000,11.655506
23450000000,11.659417
23460000000,11.663329
23470000000,11.667241
23480000000,11.671152
23490000000,11.675063
23500000000,11.678975
23510000000,11.682887
23520000000,11.686798
23530000000,11.690710
23540000000,11.694621
23550000000,11.698533
23560000000,11.702444
23570000000,11.706356
23580000000,11.710267
23590000000,11.714178
23600000000,11.718090
23610000000,11.722001
23620000000,11.725913
23630000000,11.729824
23640000000,11.733736
23650000000,11.737647
23660000000,11.741559
23670000000,11.745471
23680000000,11.749382
23690000000,11.753293
23700000000,11.757205
